Isolate ID,Species Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source,Accessions Link
VMR1027486,10740,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahlkovirus,,Wahlkovirus edaphadaptatum,ICTV202316759,E,ssRNA_114493,,,CASDWV010004255,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027487,10741,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahlkovirus,,Wahlkovirus edaphohabitans,ICTV202316760,E,ssRNA_140371,,,CASDWV010005069,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027488,10742,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahlkovirus,,Wahlkovirus messenecus,ICTV202316761,E,ssRNA_1294,,,CASDWV010000065,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027489,10743,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahlkovirus,,Wahlkovirus pedenecus,ICTV202316762,E,ssRNA_1298,,,CASDWV010000067,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027490,10744,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahlkovirus,,Wahlkovirus tellurihabitans,ICTV202316763,E,ssRNA_3154,,,CASDWV010000174,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009762,10745,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahlkovirus,,Wahlkovirus terrenecus,ICTV202010876,E,ssRNA phage Zoerhiza.4_18,,,BK013444,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027491,10746,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahpevirus,,Wahpevirus allofaecivivens,ICTV202316764,E,MAG: Leviviridae sp. isolate 91-k141_65838 genomic sequence,,MAG: Leviviridae sp. isolate 91-k141_65838 genomic sequence,MZ679788,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027492,10747,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahpevirus,,Wahpevirus faecenecus,ICTV202316765,E,MAG: Leviviridae sp. isolate s64-k141_1592947 genomic sequence,,MAG: Leviviridae sp. isolate s64-k141_1592947 genomic sequence,MZ679549,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027493,10748,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus allofaecenecus,ICTV202316766,E,MAG: Leviviridae sp. isolate 78-k141_514366 genomic sequence,,MAG: Leviviridae sp. isolate 78-k141_514366 genomic sequence,MZ679750,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027494,10749,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus allofaecicola,ICTV202316767,E,MAG: Leviviridae sp. isolate 321R-k141_1046804 genomic sequence,,MAG: Leviviridae sp. isolate 321R-k141_1046804 genomic sequence,MZ679467,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027495,10750,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus allofaecihabitans,ICTV202316768,E,MAG: Leviviridae sp. isolate 321R-k141_981661 genomic sequence,,MAG: Leviviridae sp. isolate 321R-k141_981661 genomic sequence,MZ679829,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027496,10751,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus allofaecivicinum,ICTV202316769,E,MAG: Leviviridae sp. isolate 78-k141_562950 genomic sequence,,MAG: Leviviridae sp. isolate 78-k141_562950 genomic sequence,MZ679768,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027497,10752,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus faecadaptatum,ICTV202316770,E,MAG: Leviviridae sp. isolate 3-k141_107399 genomic sequence,,MAG: Leviviridae sp. isolate 3-k141_107399 genomic sequence,MZ679474,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027498,10753,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus faecenecus,ICTV202316771,E,MAG: Leviviridae sp. isolate 296-k141_137086 genomic sequence,,MAG: Leviviridae sp. isolate 296-k141_137086 genomic sequence,MZ679527,Coding-complete genome,ssRNA(+),invertebrates (S),NCBI Nucleotide
VMR1027499,10754,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus faecicola,ICTV202316772,E,MAG: Leviviridae sp. isolate 321R-k141_1223212 genomic sequence,,MAG: Leviviridae sp. isolate 321R-k141_1223212 genomic sequence,MZ679509,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027500,10755,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus faecihabitans,ICTV202316773,E,MAG: Leviviridae sp. isolate 279-k141_139404 genomic sequence,,MAG: Leviviridae sp. isolate 279-k141_139404 genomic sequence,MZ679529,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027501,10756,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus faecivivens,ICTV202316774,E,MAG: Leviviridae sp. isolate 281-k141_12388 genomic sequence,,MAG: Leviviridae sp. isolate 281-k141_12388 genomic sequence,MZ679511,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027502,10757,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus nemorisadaptatum,ICTV202316775,E,MAG: Leviviridae sp. isolate 121-k141_39075 genomic sequence,,MAG: Leviviridae sp. isolate 121-k141_39075 genomic sequence,MZ679707,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027503,10758,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus nemoriscola,ICTV202316776,E,MAG: Leviviridae sp. isolate 35-k141_177256 genomic sequence,,MAG: Leviviridae sp. isolate 35-k141_177256 genomic sequence,MZ679562,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027504,10759,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus pseudofaecadaptatum,ICTV202316777,E,MAG: Leviviridae sp. isolate 39R-k141_367016 genomic sequence,,MAG: Leviviridae sp. isolate 39R-k141_367016 genomic sequence,MZ679693,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027505,10760,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahrwivirus,,Wahrwivirus pseudofaecihabitans,ICTV202316778,E,MAG: Leviviridae sp. isolate 277-k141_282622 genomic sequence,,MAG: Leviviridae sp. isolate 277-k141_282622 genomic sequence,MZ679646,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027510,10761,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahtivirus,,Wahtivirus allofaecenecus,ICTV202316779,E,MAG: Leviviridae sp. isolate 164-k141_261702 genomic sequence,,MAG: Leviviridae sp. isolate 164-k141_261702 genomic sequence,MZ680333,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027511,10762,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahtivirus,,Wahtivirus pseudofaecenecus,ICTV202316780,E,MAG: Leviviridae sp. isolate 164-k141_175116 genomic sequence,,MAG: Leviviridae sp. isolate 164-k141_175116 genomic sequence,MZ679559,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027514,10763,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Warmivirus,,Warmivirus faecihabitans,ICTV202316781,E,MAG: Leviviridae sp. isolate s42-k141_409043 genomic sequence,,MAG: Leviviridae sp. isolate s42-k141_409043 genomic sequence,MZ679715,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027552,10764,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Waspevirus,,Waspevirus faecivivens,ICTV202316782,E,MAG: Leviviridae sp. isolate 358R-k141_998760 genomic sequence,,MAG: Leviviridae sp. isolate 358R-k141_998760 genomic sequence,MZ679833,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027441,10765,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wedhlevirus,,Wedhlevirus edaphenecus,ICTV202316783,E,ssRNA_79926,,,CASDWV010003350,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027443,10766,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wehlfuvirus,,Wehlfuvirus dinebrihabitans,ICTV202316784,E,Sanya solspi-like virus 4,,"MAG: Sanya solspi-like virus 4 isolate QJZLS610 maturation protein, hypothetical protein, and RNA replicase beta chain genes, complete cds",OM514546,Coding-complete genome,ssRNA(+),plants (S),NCBI Nucleotide
VMR1027444,10767,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wehlfuvirus,,Wehlfuvirus terricola,ICTV202316785,E,ssRNA_125530,,,CASDWV010004642,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027445,10768,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wehsdovirus,,Wehsdovirus faecivivens,ICTV202316786,E,"MAG: Leviviridae sp. isolate R28-k141_108120 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",,"MAG: Leviviridae sp. isolate R28-k141_108120 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",ON162659,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027446,10769,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Welesbovirus,,Welesbovirus faecivivens,ICTV202316787,E,"MAG: Leviviridae sp. isolate R30-k141_202966_2 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",,"MAG: Leviviridae sp. isolate R30-k141_202966_2 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",ON162634,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027447,10770,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Weothlivirus,,Weothlivirus dinebrivivens,ICTV202316788,E,Sanya solspi-like virus 1,,"MAG: Sanya solspi-like virus 1 isolate QJZLS62 maturation protein, hypothetical protein, and RNA replicase beta chain genes, complete cds",OM514542,Coding-complete genome,ssRNA(+),plants (S),NCBI Nucleotide
VMR1027451,10771,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Whahdcavirus,,Whahdcavirus caenihabitans,ICTV202316789,E,ssRNA_1035,,,CASDWV010000057,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027452,10772,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Whahdcavirus,,Whahdcavirus dinebricola,ICTV202316790,E,Sanya solspi-like virus 3,,"MAG: Sanya solspi-like virus 3 isolate QJZLS502 maturation protein, hypothetical protein, and RNA replicase beta chain genes, complete cds",OM514545,Coding-complete genome,ssRNA(+),plants (S),NCBI Nucleotide
VMR1027453,10773,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Whahdcavirus,,Whahdcavirus nemorisvivens,ICTV202316791,E,"MAG: Leviviridae sp. isolate 270-k141_159022 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",,"MAG: Leviviridae sp. isolate 270-k141_159022 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",ON163019,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009759,10774,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Whahdcavirus,,Whahdcavirus peladaptatum,ICTV202010880,E,ssRNA phage SRR7976299_16,,,BK014169,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027454,10775,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Whahdcavirus,,Whahdcavirus segetadaptatum,ICTV202316792,E,ssRNA_83163,,,CASDWV010003475,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027457,10776,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Whochfovirus,,Whochfovirus faecenecus,ICTV202316793,E,"MAG: Leviviridae sp. isolate 144-k141_399415 maturation protein and coat protein genes, complete cds; and RNA dependent RNA polymerase gene, partial cds",,"MAG: Leviviridae sp. isolate 144-k141_399415 maturation protein and coat protein genes, complete cds; and RNA dependent RNA polymerase gene, partial cds",ON163473,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027458,10777,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Whochfovirus,,Whochfovirus radicivivens,ICTV202316794,E,ssRNA_6717,,,CASDWV010000365,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027459,10778,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Whotchuvirus,,Whotchuvirus faecenecus,ICTV202316795,E,"MAG: Leviviridae sp. isolate 57-k141_119769 maturation protein gene, partial cds; and coat protein and RNA dependent RNA polymerase genes, complete cds",,"MAG: Leviviridae sp. isolate 57-k141_119769 maturation protein gene, partial cds; and coat protein and RNA dependent RNA polymerase genes, complete cds",ON163649,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027460,10779,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Whotnavirus,,Whotnavirus limenecus,ICTV202316796,E,"MAG: Leviviridae sp. isolate 28-k141_42216 maturation protein and coat protein genes, complete cds; and RNA dependent RNA polymerase gene, partial cds",,"MAG: Leviviridae sp. isolate 28-k141_42216 maturation protein and coat protein genes, complete cds; and RNA dependent RNA polymerase gene, partial cds",ON163761,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027569,10780,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wihbtavirus,,Wihbtavirus faecadaptatum,ICTV202316797,E,"MAG: Leviviridae sp. isolate 81b-k141_158409_2 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",,"MAG: Leviviridae sp. isolate 81b-k141_158409_2 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",ON163871,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027570,10781,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wihlevirus,,Wihlevirus faecadaptatum,ICTV202316798,E,"MAG: Leviviridae sp. isolate 63-k141_221274_2 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",,"MAG: Leviviridae sp. isolate 63-k141_221274_2 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",ON164134,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027572,10782,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Windevirus,,Windevirus asiovicinum,ICTV202316799,E,ssRNA_126865,,,CASDWV010004652,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027516,10783,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Witirovirus,,Witirovirus dinebrihabitans,ICTV202316800,E,Sanya fiers-like virus 12,,"MAG: Sanya fiers-like virus 12 isolate QJZLS124 maturation protein, hypothetical protein, and RNA replicase beta chain genes, complete cds",OM514482,Coding-complete genome,ssRNA(+),plants (S),NCBI Nucleotide
VMR1027517,10784,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Witirovirus,,Witirovirus humadaptatum,ICTV202316801,E,ssRNA_129105,,,CASDWV010004746,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027519,10785,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wixfuvirus,,Wixfuvirus edaphenecus,ICTV202316802,E,ssRNA_132039,,,CASDWV010004837,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027520,10786,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Woatevirus,,Woatevirus caenihabitans,ICTV202316803,E,ssRNA_42081,,,CASDWV010001552,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027521,10787,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wohlvevirus,,Wohlvevirus radicihabitans,ICTV202316804,E,ssRNA_41320,,,CASDWV010001504,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027525,10788,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wohtovirus,,Wohtovirus chorenecus,ICTV202316805,E,ssRNA_9681,,,CASDWV010000485,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027526,10789,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wohtovirus,,Wohtovirus chthonohabitans,ICTV202316806,E,ssRNA_1030,,,CASDWV010000054,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027527,10790,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wohtovirus,,Wohtovirus humenecus,ICTV202316807,E,ssRNA_37634,,,CASDWV010001303,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027528,10791,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wohtovirus,,Wohtovirus humihabitans,ICTV202316808,E,ssRNA_80700,,,CASDWV010003371,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027529,10792,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wohtovirus,,Wohtovirus limihabitans,ICTV202316809,E,ssRNA_18363,,,CASDWV010000628,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027530,10793,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wohtovirus,,Wohtovirus messicola,ICTV202316810,E,ssRNA_5212,,,CASDWV010000261,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027531,10794,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wohtovirus,,Wohtovirus pedovicinum,ICTV202316811,E,ssRNA_101743,,,CASDWV010004100,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027532,10795,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wohtovirus,,Wohtovirus pelovivens,ICTV202316812,E,ssRNA_38031,,,CASDWV010001322,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027533,10796,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wohtovirus,,Wohtovirus tellurihabitans,ICTV202316813,E,ssRNA_85849,,,CASDWV010003576,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027534,10797,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wohtovirus,,Wohtovirus terrivicinum,ICTV202316814,E,ssRNA_43748,,,CASDWV010001680,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027535,10798,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wolstavirus,,Wolstavirus terrivivens,ICTV202316815,E,ssRNA_36369,,,CASDWV010001258,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027537,10799,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Woshavirus,,Woshavirus limihabitans,ICTV202316816,E,ssRNA_131086,,,CASDWV010004789,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027538,10800,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wostovirus,,Wostovirus faecivivens,ICTV202316817,E,"MAG: Leviviridae sp. isolate R28-k141_36069_2 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",,"MAG: Leviviridae sp. isolate R28-k141_36069_2 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",ON162662,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027542,10801,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wruxevirus,,Wruxevirus agrivicinum,ICTV202316818,E,ssRNA_85856,,,CASDWV010003580,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027543,10802,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wruxevirus,,Wruxevirus terrenecus,ICTV202316819,E,ssRNA_45310,,,CASDWV010001783,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027544,10803,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wulfhavirus,,Wulfhavirus telluricola,ICTV202316820,E,ssRNA_28955,,,CASDWV010001012,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027545,10804,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wulmkuvirus,,Wulmkuvirus faecivivens,ICTV202316821,E,"MAG: Leviviridae sp. isolate R30-k141_381141_2 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",,"MAG: Leviviridae sp. isolate R30-k141_381141_2 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",ON164405,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027546,10805,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wulouvirus,,Wulouvirus faecenecus,ICTV202316822,E,"MAG: Leviviridae sp. isolate 373R-k141_105502_2 maturation protein and coat protein genes, complete cds; and RNA dependent RNA polymerase gene, partial cds",,"MAG: Leviviridae sp. isolate 373R-k141_105502_2 maturation protein and coat protein genes, complete cds; and RNA dependent RNA polymerase gene, partial cds",ON164374,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027547,10806,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wulvevirus,,Wulvevirus geoadaptatum,ICTV202316823,E,ssRNA_10391,,,CASDWV010000512,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027549,10807,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wurmloivirus,,Wurmloivirus humicola,ICTV202316824,E,ssRNA_44950,,,CASDWV010001762,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
