Isolate ID,Species Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source,Accessions Link
VMR1004610,4568,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Backyardiganvirus,,Backyardiganvirus cindaradix,ICTV202113176,E,Mycobacterium phage Cindaradix,,,MF919498,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004611,4569,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Backyardiganvirus,,Backyardiganvirus cintron,ICTV202113169,E,Mycobacterium phage Cintron,,,MN813696,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004612,4570,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Backyardiganvirus,,Backyardiganvirus icleared,ICTV202113172,E,Mycobacterium phage ICleared,,,JQ896627,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004613,4571,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Backyardiganvirus,,Backyardiganvirus leoavram,ICTV202113167,E,Mycobacterium phage LeoAvram,,,KY006473,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004614,4572,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Backyardiganvirus,,Backyardiganvirus LHTSCC,ICTV20140366,E,Mycobacterium phage LHTSCC,,,JN699015,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004615,4573,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Backyardiganvirus,,Backyardiganvirus miramae,ICTV202113174,E,Mycobacterium phage Miramae,,,MK494117,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004616,4574,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Backyardiganvirus,,Backyardiganvirus mundrea,ICTV202113175,E,Mycobacterium phage Mundrea,,,KX579975,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004617,4575,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Backyardiganvirus,,Backyardiganvirus noelle,ICTV202113173,E,Mycobacterium phage Noelle,,,MN813697,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004618,4576,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Backyardiganvirus,,Backyardiganvirus peaches,ICTV20140364,E,Mycobacterium phage Peaches,,,GQ303263,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004619,4577,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Backyardiganvirus,,Backyardiganvirus stasia,ICTV202113165,E,Mycobacterium phage Stasia,,,KX641260,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004620,4578,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Backyardiganvirus,,Backyardiganvirus wizard007,ICTV202113170,E,Mycobacterium phage Wizard007,,,MH727563,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004621,4579,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Badaztecvirus,,Badaztecvirus badaargau2,ICTV202009581,E,Bifidobacterium phage BadAargau2,,,MT006240,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004622,4580,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Badaztecvirus,,Badaztecvirus badaztec1,ICTV202009580,E,Bifidobacterium phage BadAztec1,,,MT006233,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004623,4581,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Baikalvirus,,Baikalvirus PaBG,ICTV201907912,E,Pseudomonas phage PaBG,,,KF147891,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004625,4582,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bakolyvirus,,Bakolyvirus bakoly,ICTV202011649,E,Ralstonia phage Bakoly,Bakoly,,MT740729,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004626,4583,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bakolyvirus,,Bakolyvirus simangalove,ICTV202011650,E,Ralstonia phage Simangalove,Simangalove,,MT740747,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004627,4584,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bantamvirus,,Bantamvirus bantam,ICTV201856342,E,Gordonia phage Bantam,,,KX557272,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004628,4585,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Barbavirus,,Barbavirus barba18A,ICTV201907108,E,Barba18A,,,MK719729,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004629,4586,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Barbavirus,,Barbavirus barba19A,ICTV201907112,E,Barba19A,,,MK719730,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004630,4587,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Barbavirus,,Barbavirus barba21A,ICTV201907109,E,Barba21A,,,MK719733,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004631,4588,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Barbavirus,,Barbavirus barba5S,ICTV201907110,E,Barba5S,,,MK719710,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004632,4589,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Barbavirus,,Barbavirus barba8S,ICTV201907111,E,Barba8S,,,MK719714,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004633,4590,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Barnyardvirus,,Barnyardvirus barnyard,ICTV20140298,E,Mycobacterium phage Barnyard,,,AY129339,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004634,4591,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Barnyardvirus,,Barnyardvirus drlupo,ICTV202009604,E,Mycobacterium phage DrLupo,,,MK279909,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024709,4592,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bauervirus,,Bauervirus bauer,ICTV202317927,E,Arthrobacter phage Bauer,,,OP580516,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004636,4593,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bcepmuvirus,,Bcepmuvirus bcepMu,ICTV20115463,E,Burkholderia phage BcepMu,,,AY539836,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004637,4594,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bcepmuvirus,,Bcepmuvirus E255,ICTV20115462,E,Burkholderia phage phiE255,,,CP000622,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004638,4595,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Beceayunavirus,,Beceayunavirus BceA1,ICTV202009616,E,Bacillus phage BceA1,,,HE614282,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004639,4596,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Becedseptimavirus,,Becedseptimavirus BCD7,ICTV202009620,E,Bacillus phage BCD7,,,JN712910,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004640,4597,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Beenievirus,,Beenievirus beenie,ICTV202214911,E,Gordonia phage Beenie,,,MG845393,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004641,4598,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Beenievirus,,Beenievirus clark,ICTV202214916,E,Gordonia phage Clark,,,MK801729,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004642,4599,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Beenievirus,,Beenievirus dobbyssock,ICTV202214915,E,Gordonia phage DobbysSock,,,MN428048,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004643,4600,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Beenievirus,,Beenievirus dolores,ICTV202214913,E,Gordonia phage Dolores,,,MZ681517,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004644,4601,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Beenievirus,,Beenievirus dorito,ICTV202214914,E,Gordonia phage Dorito,,,MK279848,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004645,4602,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Beenievirus,,Beenievirus easley,ICTV202214919,E,Gordonia phage Easley,,,MH155867,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004646,4603,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Beenievirus,,Beenievirus michaelscott,ICTV202214918,E,Gordonia phage MichaelScott,,,MT771346,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004647,4604,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Beenievirus,,Beenievirus samman98,ICTV202214917,E,Gordonia phage Samman98,,,MZ456039,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004648,4605,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Beenievirus,,Beenievirus sekhmet,ICTV202214912,E,Gordonia phage Sekhmet,,,MK937609,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004649,4606,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Beenievirus,,Beenievirus suerte,ICTV202214920,E,Gordonia phage Suerte,,,MN428057,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004654,4607,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Behunavirus,,Behunavirus BH1,ICTV202010193,E,Lactobacillus phage BH1,,,MH983004,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004655,4608,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bendigovirus,,Bendigovirus GMA6,ICTV201856394,E,Gordonia phage GMA6,,,KR063280,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004656,4609,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus archetta,ICTV202113208,E,Mycobacterium phage Archetta,,,MG099938,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004657,4610,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus benedict,ICTV20140368,E,Mycobacterium phage Benedict,,,JN083852,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004658,4611,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus bluefalcon,ICTV202113207,E,Mycobacterium phage Bluefalcon,,,MN617844,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004659,4612,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus chadwick,ICTV202113201,E,Mycobacterium phage Chadwick,,,KT246486,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004660,4613,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus cuco,ICTV20140370,E,Mycobacterium phage Cuco,,,JN408459,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004661,4614,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus jovo,ICTV202113209,E,Mycobacterium phage Jovo,,,KF493882,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004662,4615,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus littlecherry,ICTV202113205,E,Mycobacterium phage LittleCherry,,,KF017001,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004663,4616,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus naca,ICTV202113199,E,Mycobacterium phage Naca,,,MH020239,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004664,4617,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus scorpia,ICTV202113202,E,Mycobacterium phage Scorpia,,,MK494091,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004665,4618,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus swirley,ICTV202113204,E,Mycobacterium phage Swirley,,,KM101118,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004666,4619,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus theia,ICTV202113203,E,Mycobacterium phage Theia,,,KT438501,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004667,4620,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus tiger,ICTV20140371,E,Mycobacterium phage Tiger,,,JQ684677,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004668,4621,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus unionjack,ICTV202113200,E,Mycobacterium phage UnionJack,,,KT004677,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004669,4622,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus zolita,ICTV202113206,E,Mycobacterium phage Zolita,,,MN096372,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004670,4623,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bernalvirus,,Bernalvirus bernal13,ICTV20164977,E,Mycobacterium phage Bernal13,,,KJ510413,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004671,4624,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bernalvirus,,Bernalvirus mendokysei,ICTV202112355,E,Mycobacterium phage Mendokysei,,,MG925349,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004672,4625,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Betterkatzvirus,,Betterkatzvirus betterkatz,ICTV201856801,E,Gordonia phage BetterKatz,,,KU963261,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024711,4626,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bglawtbvirus,,Bglawtbvirus WTB,ICTV202319574,E,Burkholderia phage vB_BglM_WTB,,,OQ735257,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004673,4627,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bievrevirus,,Bievrevirus bv4A7,ICTV202009344,E,Escherichia phage 4A7,,,LR595864,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004674,4628,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bigmanorsvirus,,Bigmanorsvirus bgmanors32,ICTV202214667,E,Burkholderia phage BgManors32,,,OK665842,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004675,4629,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bingvirus,,Bingvirus bing,ICTV201856724,E,Streptomyces phage Bing,,,MG757154,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004676,4630,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bippervirus,,Bippervirus bipper,ICTV202112974,E,Mycobacterium phage Bipper,,,KU728633,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024580,4631,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bismarckvirus,,Bismarckvirus shambre1,ICTV202317768,E,Arthrobacter phage Shambre1,,,OP297545,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004677,4632,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bjornvirus,,Bjornvirus bjorn,ICTV201856806,E,Pseudomonas phage Bjorn,,,MG775259,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024575,4633,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bluefeathervirus,,Bluefeathervirus bluefeather,ICTV202317743,E,Arthrobacter phage BlueFeather,,,MT024867,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004678,4634,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bocovirus,,Bocovirus X14,ICTV202214523,E,Shewanella phage X14,X14,,MK796797,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024576,4635,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bonzeevirus,,Bonzeevirus bigdog,ICTV202319256,E,Serratia phage vB_SmaS_Bigdog,Bigdog,,MW021763,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024577,4636,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bonzeevirus,,Bonzeevirus bonzee,ICTV202319253,E,Serratia phage vB_SmaS_Bonzee,Bonzee,,OM135608,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024578,4637,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bonzeevirus,,Bonzeevirus stocker,ICTV202319254,E,Serratia phage vB_SmaS_Stoker,Stoker,,OL539464,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024579,4638,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bonzeevirus,,Bonzeevirus ulliraptor,ICTV202319255,E,Serratia phage vB_SmaS_Ulliraptor,Ulliraptor,,OL539442,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004679,4639,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Borockvirus,,Borockvirus brock,ICTV202009662,E,Streptomyces phage BRock,,,KX925554,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004680,4640,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bowservirus,,Bowservirus bowser,ICTV201856620,E,Gordonia phage Bowser,,,KU998235,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004682,4641,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bridgettevirus,,Bridgettevirus bridgette,ICTV201907136,E,Arthrobacter phage Bridgette,,,MH834603,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004683,4642,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bridgettevirus,,Bridgettevirus constance,ICTV201907138,E,Arthrobacter phage Constance,,,MH834605,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004684,4643,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bridgettevirus,,Bridgettevirus eileen,ICTV201907140,E,Arthrobacter phage Eileen,,,MH834611,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004685,4644,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bridgettevirus,,Bridgettevirus judy,ICTV201907137,E,Arthrobacter phage Judy,,,MH834614,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004686,4645,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bridgettevirus,,Bridgettevirus peas,ICTV201907139,E,Arthrobacter phage Peas,,,MH834623,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004687,4646,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Brigitvirus,,Brigitvirus brigit,ICTV201908052,E,Faecalibacterium phage FP_Brigit,,,MG711465,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004688,4647,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Britbratvirus,,Britbratvirus britbrat,ICTV201856808,E,Gordonia phage BritBrat,,,KU998233,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004689,4648,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Brunovirus,,Brunovirus SEN34,ICTV201856810,E,Salmonella phage SEN34,,,KT630649,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004690,4649,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus Ab22,ICTV20150368,E,Pseudomonas phage vB_PaeP_C2-10_Ab22,,,LN610578,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004691,4650,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus CHU,ICTV20150367,E,Pseudomonas phage PhiCHU,,,KP233880,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004692,4651,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus LUZ24,ICTV20094375,E,Pseudomonas phage LUZ24,,,AM910650,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004693,4652,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus PAA2,ICTV20150369,E,Pseudomonas phage phiIBB-PAA2,,,KF856712,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004694,4653,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus PaP3,ICTV20094376,E,Pseudomonas phage PaP3,,,AY078382,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004695,4654,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus PaP4,ICTV20150371,E,Pseudomonas phage PaP4,,,KC294142,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004696,4655,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus TL,ICTV20150370,E,Pseudomonas phage TL,,,HG518155,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004697,4656,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Buchananvirus,,Buchananvirus Sa179lw,ICTV202113618,E,Escherichia phage vB_EcoS Sa179lw,,,MH023293,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024588,4657,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bugaksanvirus,,Bugaksanvirus R656,ICTV202318572,E,Pseudomonas phage YMC11/02/R656,,,KT968831,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024590,4658,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bunatrivirus,,Bunatrivirus B13,ICTV202318065,E,Bacillus phage B13,B13,,OP066531,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004698,4659,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Burrovirus,,Burrovirus araxxi,ICTV202009707,E,Microbacterium phage Araxxi,,,MN062711,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004699,4660,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Burrovirus,,Burrovirus arete,ICTV202009708,E,Microbacterium phage Arete,,,MT024863,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004700,4661,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Burrovirus,,Burrovirus burro,ICTV202009706,E,Microbacterium phage Burro,,,MH825698,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004701,4662,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Busanvirus,,Busanvirus ACP17,ICTV201856812,E,Acidovorax phage ACP17,,,KY979132,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004702,4663,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Caminolopintovirus,,Caminolopintovirus STGO351,ICTV202113633,E,Salmonella phage vB_Se_STGO-35-1,,,MW477799,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004703,4664,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Camtrevirus,,Camtrevirus BtCS33,ICTV202009755,E,Bacillus phage BtCS33,,,JN191664,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004704,4665,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Camtrevirus,,Camtrevirus CM3,ICTV202009754,E,Bacillus phage phiCM3,,,KF296718,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004705,4666,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Camtrevirus,,Camtrevirus S3501,ICTV202009756,E,Bacillus phage phIS3501,,,JQ062992,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004706,4667,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cantarevirus,,Cantarevirus cantare,ICTV202214527,E,Brevibacterium phage Cantare,,,MK016493,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004707,4668,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Capnelvirus,,Capnelvirus RcapNL,ICTV202214529,E,Rhodobacter phage RcapNL,,,JQ066768,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004708,4669,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Carnodivirus,,Carnodivirus cd2-like,ICTV202214531,E,Carnobacterium phage cd2,cd2,,MZ398135,Complete genome,dsDNA,bacteria,NCBI Nucleotide
